No.;Sentimen;Tweet
1011;Positif;b'RT @Opposih6890bio: @OiCoffe @maryshelparaiso IKN memiliki tujuan baik Arek Jawa Timur dukung pembangunan IKN yang bermanfaat bagi Indonesi\xe2\x80\xa6'
1012;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1013;Positif;b'Kadin saat menghadiri Konferensi di Arab mengajak para pengusaha melakukan investasi di IKN #b20 #arsjadrasjid\xe2\x80\xa6 https://t.co/IN6AOBBE3C'
1014;Positif;b'PGI Kukar Dukung MPR RI keluarkan ketetapan tentang IKN Nusantara! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/8Ro7fTLqwX'
1015;Positif;b'terbaik! inilah manfaat besar IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/n2rgIU4tAg'
1016;Positif;b'RT @Opposih6890bio: @FGelael @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1017;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1018;Positif;b'Untuk menyambut IKN Nusantara perlu adanya investasi dari para pengusaha global #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/KCgeHEXnKM'
1019;Positif;b'IKN mengusung konsep future smart forest city ! mantap\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/nKQjpYSYsm'
1020;Positif;b'Pemerintah Targetkan IKN dihuni 200 ribu orang pada 2024! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/CyzXzlWHJG'
1021;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1022;Positif;b'@OiCoffe @maryshelparaiso IKN memiliki tujuan baik Arek Jawa Timur dukung pembangunan IKN yang bermanfaat bagi Indo\xe2\x80\xa6 https://t.co/CEU1NJMD9d'
1023;Positif;b'IKN memerlukan banyak investasi dari pengusaha global #b20 #arsjadrasjid #IKNnusantara #inklusifkolaboratif https://t.co/2bvvMRBzaz'
1024;Positif;b'@maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN\xe2\x80\xa6 https://t.co/BUNAJHa3th'
1025;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1026;Positif;b'Hubungan baik ini yang harus dipertahankan dengan menjalin investasi di IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/Q0tkLoA3Mj'
1027;Positif;b'Tiga manfaat besar IKN untuk Perekonomian Indonesia! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/G8566BhcSH'
1028;Positif;"b'RT @berita_mineral: @maryshelparaiso Arek Jawa Timur Dukung, IKN demi Indonesia maju &amp; hebat #JokowiBapakInfrastruktur #KotaDuniaUntukSemua\xe2\x80\xa6'"
1029;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1030;Positif;b'RT @PianJuxx77: IKN jadi presentasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanK\xe2\x80\xa6'
1031;Positif;b'Ajakan Kadin kepada pengusaha global untuk Investasi di IKN Nusantara #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/wYldaGf27T'
1032;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1033;Positif;b'IKN Berkonsep ramah lingkungan! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/X0EGpuHlL2'
1034;Positif;"b""Ketika Wapres Ma'ruf Amin Rayu Sultan Dubai Investasi di IKN https://t.co/n9LeM5ZqN5"""
1035;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1036;Positif;b'@berita_mineral @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya\xe2\x80\xa6 https://t.co/xx3IO6P7yA'
1037;Positif;b'Ibu kota Nusantara membawa kemajuan yang sangat pesat untuk bangsa Indonesia! Papua dukung IKN Nusantara\xe2\x80\xa6 https://t.co/aXbjDqdb2W'
1038;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1039;Positif;b'Tiga manfaat ikn untuk perekonomian indonesia.\nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/RselWqczYL'
1040;Positif;b'Kadin proaktif memperkenalkan dan mengajak pengusaha global berinvestasi di IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/m1ykyGH2n9'
1041;Positif;b'RT @FGelael: @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #KotaDuniaUntukSemua #IKN\xe2\x80\xa6'
1042;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1043;Positif;b'Pemerintah melakukan jajak pasar dan menawarkan sejumlah investasi di IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/MAUdpeOBTc'
1044;Positif;b'@maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/xWAmrq9FdH'
1045;Positif;b'Ikn berkonsep ramah lingkungan.\nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/qSnJCpnF1P'
1046;Positif;b'RT @berita_mineral: @maryshelparaiso IKN akan bawa manfaat Positifke seluruh wilayah juga jawa timur #JokowiBapakInfrastruktur #KotaDuniaU\xe2\x80\xa6'
1047;Positif;b'Pgi kukar dukung ketetapan tentang ikn.\nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/DQXG4mpnHj'
1048;Positif;b'RT @NandaShanum: @Opposih6890bio @OiCoffe @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan, Jawa Timur Dukung IKN Nusantara #Jo\xe2\x80\xa6'
1049;Positif;b'@Merdekasatu1 @maryshelparaiso IKN adalah solusi utk Indonesia semakin maju. Salam damai dari Jawa Timur\xe2\x80\xa6 https://t.co/7gAzhigqEI'
1050;Positif;b'PGI kukar dukung MPR RI keluarkan ketetapan IKN Nusantara\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/7W8MsV7Cv9'
1051;Positif;b'@berita_mineral @maryshelparaiso IKN Nusantara di dukung semua masyarakat di Jawa Timur, IKN akan membawa Indonesia\xe2\x80\xa6 https://t.co/FDidkp5I4f'
1052;Positif;b'WAHH !! PGI kukar dukung MPR RI keluarkan ketetapan IKN Nusantara\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/72JciJjMzS'
1053;Positif;b'@Opposih6890bio @OiCoffe @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan, Jawa Timur Dukung IKN Nusant\xe2\x80\xa6 https://t.co/xdESMPG73E'
1054;Positif;b'Pembangunan IKN berkonsep smartcity.\nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/2FbRqRrOPC'
1055;Positif;b'Sukses di Balikpapan, Raksasa Properti Ini Lirik Peluang Investasi IKN Nusantara https://t.co/xDX2n7lct2'
1056;Positif;b'RT @FGelael: @OiCoffe @berita_mineral @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan\xe2\x80\xa6'
1057;Positif;b'@burnoxyz @Dennysiregar7 Pemindahan ikn itu kan juga bagian dari pembangunan infrastruktur masbro.\n\nU tau gak kl an\xe2\x80\xa6 https://t.co/zBFWvwZWKp'
1058;Positif;b'RT @FGelael: @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesi\xe2\x80\xa6'
1059;Positif;b'@OiCoffe @berita_mineral @maryshelparaiso Indonesia Sentris Harus tercermin di IKN Nusantara, warga Jawa Timur siap\xe2\x80\xa6 https://t.co/Pr3IVXZ1XN'
1060;Positif;b'Kepala Otorita IKN Berkonsep Ramah Lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/RGBJlzVqvZ'
1061;Positif;b'@FGelael @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya\xe2\x80\xa6 https://t.co/wdTF0ZHGL6'
1062;Positif;b'Tiga Manfaat Besar IKN untuk Perekonomian Indonesia.\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/rY6XNcJfJY'
1063;Positif;b'Hebat !! Pembangunan Infrastrukturn IKN Nusantara dilaksanakan secara bertahap.\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/YrEMINEyhu'
1064;Positif;b'RT @NandaShanum: @berita_mineral @FGelael @maryshelparaiso IKN Memberikan Dampak PositifBagi Kesejahteraan Masyarakat Jawa Timur. #JokowiB\xe2\x80\xa6'
1065;Positif;b'@berita_mineral @FGelael @maryshelparaiso IKN Memberikan Dampak PositifBagi Kesejahteraan Masyarakat Jawa Timur.\xe2\x80\xa6 https://t.co/BYtVn59ubE'
1066;Positif;b'IKN berkonsep ramah lingkungan ...\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/lSCI7PuP4v'
1067;Positif;b'Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024, Ada TNI, Polri Hingga ASN. https://t.co/jQVe8Ujl0e'
1068;Positif;b'~Nusa Tenggara Timur~\nIKN Nusantara akan menjadi kota yang luar biasa \xf0\x9f\x91\x8d\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/TzKeQW877Z'
1069;Positif;b'IKN berkonsep ramah lingkungan\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/ijdj0zhJQR'
1070;Positif;b'Keren !! IKN Berkonsep Ramah Lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/JQEySxwo90'
1071;Positif;b'Tiga Manfaat Besar IKN untuk Perekonomian Indonesia.\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/9AN0HMNCdj'
1072;Positif;b'Pembangunan Infrastrukturn IKN Nusantara dilaksanakan secara bertahap.\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/t13CyhC6dE'
1073;Positif;b'RT @OiCoffe: @FGelael @Merdekasatu1 @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung\xe2\x80\xa6'
1074;Positif;b'RT @Opposih6890bio: @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
1075;Positif;b'~Nusa Tenggara Timur~\nKomitmen pemerintah dalam pembangunan IKN \xf0\x9f\x91\x8d\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/2xuPzlbZFp'
1076;Positif;b'@tata13008730 Tiga manfaat Besar IKN untuk Perekonomian Indonesia\nBanten\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/0a0PN3aRkU'
1077;Positif;b'@FGelael @Merdekasatu1 @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/tlfHdJeDca'
1078;Positif;b'@Opposih6890bio @maryshelparaiso Ulama Jawa Timur Mendukung Pemindahan IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/uDH7GttvDM'
1079;Positif;b'@tata13008730 Dukung Pembangunan IKN menjadi konsep Future Smart Forest City\nBanten\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/GPre9iTYC5'
1080;Positif;b'masyarakat malut mendukung pembangunan IKN Nusantara ..\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zClhHq5Hhc'
1081;Positif;b'masyarakat malut mendukung pembangunan IKN Nusantara\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/ak3HzyQodK'
1082;Positif;b'Sambutan Presiden Jokowi pada IKN: Sejarah Baru Peradaban Baru, 18 Oktober 2022\n\nhttps://t.co/ds8cXfeQCi lewat @YouTube'
1083;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
1084;Positif;b'RT @Opposih6890bio: @OiCoffe @berita_mineral @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #\xe2\x80\xa6'
1085;Positif;b'RT @NandaShanum: @Merdekasatu1 @maryshelparaiso Ulama Jawa Timur Mendukung Pemindahan IKN #JokowiBapakInfrastruktur #KotaDuniaUntukSemua #I\xe2\x80\xa6'
1086;Positif;b'Bersama Mendukung IKN Nusantara\n.\nSumatera Utara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/AZ74eMXwYd'
1087;Positif;b'Pembangunan IKN Nusantara memberikan dampak yang cukup besar terhadap perekonomian\xf0\x9f\x98\x98\xf0\x9f\xa5\xb0\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\xe2\x80\xa6 https://t.co/ufBwKPUp04'
1088;Positif;b'IKN berkonsep Ramah Lingkungan \nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/qIDQaIfjUj'
1089;Positif;b'@berita_mineral @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan, Jawa Timur Dukung IKN Nusantara\xe2\x80\xa6 https://t.co/Xynfb6M571'
1090;Positif;b'Tiga Manfaat Besar IKN Untuk Perekonomian Indonesia\n.\nSumatera Utara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/hjOppUiCyI'
1091;Positif;b'Seluruh elemen masyarakat mendukung pembangunan IKN Nusantara\xf0\x9f\x98\x98\xf0\x9f\xa5\xb0\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/NDwQe6tzON'
1092;Positif;b'semakin cepat pembangunan IKN dan Perpindahan Ibu Kota Negara akan semakin baik,\n\nIbu Kota Negara tidak dikotori ol\xe2\x80\xa6 https://t.co/mpOGVpIw4A'
1093;Positif;b'@Merdekasatu1 @maryshelparaiso Masyarakat Jawa Timur Dukung dan Bangga Pembangunan IKN Berdampak Positif\xe2\x80\xa6 https://t.co/CANKtHbrok'
1094;Positif;b'@Merdekasatu1 @maryshelparaiso IKN memiliki tujuan baik Arek Jawa Timur dukung pembangunan IKN yang bermanfaat bagi\xe2\x80\xa6 https://t.co/UKLmoFtRNR'
1095;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1096;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1097;Positif;b'Generasi muda Indonesia sangat antusias menunggu terwujudnya IKN Nusantara. #IKN #IKNNusantara https://t.co/AsHoJcW9Kv'
1098;Positif;b'RT @Dara_Cega: Kalimantan akan maju dengan hadirnya Ibu Kota Negara. \nTapi beberapa orang nyinyir tentang IKN, bahkan Suku Dayak Dihina dan\xe2\x80\xa6'
1099;Negatif;b'@OposisiCerdas Tp IKN tetap terang yah ngak ada rencana buat di tunda kah?'
1100;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1101;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1102;Positif;b'RT @asboediono_id: Salah satu Prestasi yang dibanggakan tetapi tidak membawa Manfaat untuk Alam Semesta ~ Nasib yang sama akan dialami IKN\xe2\x80\xa6'
1103;Positif;b'RT @catatankaqihati: IKN NUSANTARA Terus dibangun. \nSampai dengan saat ini, IKN Nusantara masuki tahapan pembangunan yaitu tahap land clea\xe2\x80\xa6'
1104;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1105;Positif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1106;Positif;b'RT @Dara_Cega: Kalimantan akan maju dengan hadirnya Ibu Kota Negara. \nTapi beberapa orang nyinyir tentang IKN, bahkan Suku Dayak Dihina dan\xe2\x80\xa6'
1107;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1108;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1109;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1110;Positif;b'@catatankaqihati Dukung IKN Nusantara\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x91\x8d'
1111;Positif;b'RT @galerifitri: Progres pembangunan IKN kini telah memasuki beberapa tahap.\nDan saat ini masuk dlm tahap\xc2\xa0land clearing\xc2\xa0atau pembersihan la\xe2\x80\xa6'
1112;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1113;Positif;b'RT @catatankaqihati: IKN NUSANTARA Terus dibangun. \nSampai dengan saat ini, IKN Nusantara masuki tahapan pembangunan yaitu tahap land clea\xe2\x80\xa6'
1114;Positif;b'Kerukunan Etnis Batak Karo Simalem Kota Bontang mendukung Pembangunan IKN Nusantara.... https://t.co/L8f2ZJyvBL'
1115;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1116;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1117;Negatif;b'RT @keuangannews_id: IKN- Presiden Sudah Berada di Jalan Buntu! https://t.co/gejEF0Qdph'
1118;Positif;b'@forjakeu IKN joss'
1119;Positif;b'RT @catatankaqihati: IKN NUSANTARA Terus dibangun. \nSampai dengan saat ini, IKN Nusantara masuki tahapan pembangunan yaitu tahap land clea\xe2\x80\xa6'
1120;Positif;b'RT @forjakeu: Ditinjau Jokowi, Begini Progres Pembangunan IKN Nusantara\n\nPresiden Jokowi menyampaikan bahwa sejumlah progres infrastruktur\xe2\x80\xa6'
1121;Negatif;b'@geloraco Mundur ae nek rumit..IKN itu di tunda'
1122;Positif;b'RT @NoviRoose: IKN Nusantara berdampak Positifterhadap pembangunan dan perekonomian Kaltim.\n\n#IKNBerdampakPositifhttps://t.co/nn3qGsoZRs'
1123;Positif;b'Dukung IKN Nusantara karena berdampak Positifbagi Kaltim\n#IbukotaNegara\n#IKN\n#SemangatNusantara\n#fff\xe2\x80\xa6 https://t.co/lV0IhPoqjm'
1124;Positif;b'RT @Dara_Cega: Kalimantan akan maju dengan hadirnya Ibu Kota Negara. \nTapi beberapa orang nyinyir tentang IKN, bahkan Suku Dayak Dihina dan\xe2\x80\xa6'
1125;Positif;b'RT @riea_mariska86: Pemkab Kukar dukung percepatan Smart - Green City IKN\n\nDiskominfo Kabupaten Kukar, Dafip Haryanto mengatakan untuk mend\xe2\x80\xa6'
1126;Positif;b'RT @KemenPU: Halo, #SahabatPUPR! Siapa disini yang sering update progres pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur?\xe2\x80\xa6'
1127;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1128;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1129;Positif;b'@KangCendol_33 IKN joss'
1130;Positif;b'RT @KangCendol_33: Berbagai kalangan menyambut dengan antusias dan optimis akan kehadiran IKN Nusantara di KalTim termasuk Dinas Kominfo Ku\xe2\x80\xa6'
1131;Negatif;b'kadrun tdk akan berada di IKN takut dgn saudara2 kita dr suku dayak,makanya nyinyir... https://t.co/lJwNGnfksS'
1132;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1133;Positif;b'RT @Dara_Cega: Kalimantan akan maju dengan hadirnya Ibu Kota Negara. \nTapi beberapa orang nyinyir tentang IKN, bahkan Suku Dayak Dihina dan\xe2\x80\xa6'
1134;Negatif;b'@MWLOrg Sekalian promosiin ikn . Tarik Investor .180 tahun.mantappp'
1135;Positif;b'RT @KemenPU: Halo, #SahabatPUPR! Siapa disini yang sering update progres pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur?\xe2\x80\xa6'
1136;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1137;Positif;b'@KotaNusantara @HusnaNur01 akornas dukung IKN di Balikpapan'
1138;Positif;b'@KotaNusantara @HusnaNur01 IKN untuk pemerataaan'
1139;Positif;b'@smbc243 @alisyarief teenang..januari gedung gedung dah nampak di ikn'
1140;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1141;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1142;Positif;b'RT @KangCendol_33: Berbagai kalangan menyambut dengan antusias dan optimis akan kehadiran IKN Nusantara di KalTim termasuk Dinas Kominfo Ku\xe2\x80\xa6'
1143;Positif;b'RT @riea_mariska86: Pemkab Kukar dukung percepatan Smart - Green City IKN\n\nDiskominfo Kabupaten Kukar, Dafip Haryanto mengatakan untuk mend\xe2\x80\xa6'
1144;Positif;b'RT @KotaNusantara: Derap Pembangunan Kawasan IKN Nusantara\n@felishathunder\n@HusnaNur01\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co\xe2\x80\xa6'
1145;Positif;b'RT @KotaNusantara: Derap Pembangunan Kawasan IKN Nusantara\n@felishathunder\n@HusnaNur01\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co\xe2\x80\xa6'
1146;Positif;b'RT @KangCendol_33: Berbagai kalangan menyambut dengan antusias dan optimis akan kehadiran IKN Nusantara di KalTim termasuk Dinas Kominfo Ku\xe2\x80\xa6'
1147;Positif;b'Kalimantan akan maju dengan hadirnya Ibu Kota Negara. \nTapi beberapa orang nyinyir tentang IKN, bahkan Suku Dayak D\xe2\x80\xa6 https://t.co/yUwGVtJ3CD'
1148;Positif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1149;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1150;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
